slug,first_time,cur_month,index,comments,amounts,commits_count,releases_count,pulls_count,discussions_count,Intervention,Time_after_intervention
Cloudbox,2019-11-02,2019-07,-4,0.0,0.0,13.0,0.0,0.0,0.0,0,0
Cloudbox,2019-11-02,2019-08,-3,0.0,0.0,13.0,0.0,0.0,0.0,0,0
Cloudbox,2019-11-02,2019-09,-2,0.0,0.0,7.0,0.0,0.0,0.0,0,0
Cloudbox,2019-11-02,2019-10,-1,0.0,0.0,1.0,0.0,0.0,0.0,0,0
Cloudbox,2019-11-02,2019-11,0,0.0,1.0,0.0,0.0,0.0,0.0,1,0
Cloudbox,2019-11-02,2019-12,1,0.0,0.0,1.0,0.0,0.0,0.0,1,1
Cloudbox,2019-11-02,2020-01,2,0.0,0.0,16.0,0.0,0.0,0.0,1,2
Cloudbox,2019-11-02,2020-02,3,0.0,0.0,0.0,0.0,0.0,0.0,1,3
Cloudbox,2019-11-02,2020-03,4,0.0,0.0,0.0,0.0,0.0,0.0,1,4
Cloudbox,2019-11-02,2020-04,5,0.0,0.0,0.0,0.0,0.0,0.0,1,5
Cloudbox,2019-11-02,2020-05,6,0.0,0.0,0.0,0.0,0.0,0.0,1,6
CodeEditApp,2024-08-29,2024-02,-6,0.0,0.0,0.0,0.0,0.0,0.0,0,0
CodeEditApp,2024-08-29,2024-03,-5,0.0,0.0,0.0,0.0,0.0,0.0,0,0
CodeEditApp,2024-08-29,2024-04,-4,0.0,0.0,0.0,0.0,0.0,0.0,0,0
CodeEditApp,2024-08-29,2024-05,-3,0.0,0.0,0.0,0.0,0.0,0.0,0,0
CodeEditApp,2024-08-29,2024-06,-2,0.0,0.0,0.0,0.0,0.0,0.0,0,0
CodeEditApp,2024-08-29,2024-07,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0
CodeEditApp,2024-08-29,2024-08,0,0.0,1.0,0.0,0.0,0.0,0.0,1,0
CodeEditApp,2024-08-29,2024-09,1,6.0,5.0,2.0,0.0,0.0,0.0,1,1
CodeEditApp,2024-08-29,2024-10,2,2.0,6.0,10.0,0.0,0.0,0.0,1,2
CodeEditApp,2024-08-29,2024-11,3,3.0,6.0,5.0,0.0,0.0,0.0,1,3
CodeEditApp,2024-08-29,2024-12,4,0.0,4.0,4.0,0.0,0.0,0.0,1,4
CodeEditApp,2024-08-29,2025-01,5,1.0,8.0,9.0,0.0,0.0,0.0,1,5
CodeEditApp,2024-08-29,2025-02,6,0.0,0.0,0.0,0.0,0.0,0.0,1,6
CodeWithAloha,2015-09-29,2015-03,-6,0.0,0.0,0.0,0.0,0.0,0.0,0,0
CodeWithAloha,2015-09-29,2015-04,-5,0.0,0.0,0.0,0.0,0.0,0.0,0,0
CodeWithAloha,2015-09-29,2015-05,-4,0.0,0.0,26.0,0.0,0.0,0.0,0,0
CodeWithAloha,2015-09-29,2015-06,-3,0.0,0.0,8.0,0.0,0.0,0.0,0,0
