slug,amount,currency,members,updates,name,type,tags,contributionsCount,totalFinancialContributors,country,flag,tag_community,tag_open source,tag_javascript,tag_other,tag_association,type_公益型,type_技术型,type_教育型,country_DE,country_FR,country_GB,country_Other,country_US,country_Unknown,age
hexxagon,98314.84,USD,174,0,Hexxagon,技术型,"terra classic, luna, lunc, luna classic",467,167,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.0
iosdevspace,2489.07,USD,58,11,iOS Dev Space,技术型,community,475,52,US,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2.0
firo,60290.0,USD,44,16,Firo,技术型,"open source, privacy, cryptocurrency",578,31,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0
jss,6787.44,USD,54,0,JSS,技术型,"open source, cssinjs, css-in-js, css",723,50,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,8.0
thetorproject,10306.99,USD,108,3,The Tor Project,技术型,"open source, privacy, anti-censorship",563,91,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,6.0
json-schema,62189.38,USD,71,12,JSON Schema,技术型,"api, specification, json, schema, json schema, json-schema, open source, jsonschema",588,45,GB,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,6.0
actual,15096.0,USD,191,0,Actual,技术型,"open source, javascript, react, budgeting, self-hosted, typescript",469,165,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,2.0
archiveteam,9043.0,USD,85,2,Archive Team,技术型,"movement, open source",579,69,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0
dc-tool-library,31046.24,USD,349,0,DC’s Tool Library,公益型,"tool library, climate, community",361,338,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2.0
termux,34531.07,USD,251,0,Termux,技术型,"foss, open source, terminal, android, linux",451,187,Other,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3.0
the-supply-hive,24580.0,USD,93,0,The Supply Hive,公益型,"usa, non-profit, community organizing, community care, abolition, food justice, food access, food insecurity, community fridge, other, movement, community",672,84,US,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1.0
pypy,23840.4,USD,105,4,PyPy,技术型,"open source, python",584,92,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0
react-pdf,37065.7,USD,65,1,react-pdf,技术型,open source,667,59,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,8.0
nanoframework,67037.78,USD,71,46,.NET nanoFramework,技术型,"dotnet, csharp, mcu, microcontroller, iot, embedded, visualstudio, open source, hacktoberfest",502,57,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0
sauna-time,7613.0,USD,101,0,Sauna Time,技术型,"community, sauna",636,81,US,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1.0
grapevinecollective,120443.37,USD,206,2,Grapevine Collective,公益型,"community, healing, justice, minneapolis",459,183,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2.0
react-virtualized,8443.0,USD,42,0,react-virtualized,技术型,open source,656,37,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,9.0
rvafnb,14331.5,USD,114,0,"Richmond, VA Food Not Bombs",公益型,"foodnotbombs, solidarity, mutualaid, richmond, foodjustice, community",704,107,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0
poi,5549.0,USD,82,0,poi,技术型,"electron, electron-app, electron-react, kancolle, kantai-collection, poi, reactjs, redux, open source",771,68,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,8.0
stc,11149.36,USD,73,0,stc,技术型,open source,499,63,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2.0
melpa,3370.0,USD,95,2,MELPA,技术型,"open source, emacs",478,88,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3.0
android-password-store,3908.93,USD,73,3,Android Password Store,技术型,"password, password manager, encryption, java, openkeychain, openpgp, password-generator, password-manager, password-store, open source, kotlin, gpg",590,63,Other,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7.0
yew,13655.0,USD,63,5,Yew,技术型,"asmjs, concurrency, elm, emscripten, gui, jsx, multithreading, rust, wasm, web, web-framework, webworkers, open source",569,52,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0
fxma,20814.34,USD,148,1,Fairfax Mutual Aid,公益型,"california, care, community, food, harm reduction, housing, los angeles, mutual aid, solidarity, transformative justice, usa, western usa",402,124,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2.0
selfdefined,7825.0,USD,34,0,Self Defined,技术型,"open source, dictionary",563,28,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,5.0
see-you-collective,32401.18,USD,178,4,The See You Collective,公益型,"community, mutual aid, universities, student",391,144,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2.0
rspec,30663.47,USD,78,0,rspec,技术型,"open source, ruby, testing, tdd",614,74,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0
verdaccio,14159.51,USD,60,22,verdaccio,技术型,"docker-image, enterprise, nodejs, npm, npmjs, private-npm, proxy-server, registry, sinopia, verdaccio, yarn, open source",537,46,DE,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,7.0
gtk-rs,16518.88,USD,55,0,Gtk-rs,技术型,open source,544,40,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0
ccc33chicago,90217.13,USD,243,1,Community Care Collective - 33rd Ward,公益型,"movement, collective care, mutual aid, community",310,210,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2.0
ohmyzsh,18637.16,USD,104,1,Oh My Zsh,技术型,"open source, pledged",487,94,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,6.0
orthanc,162635.21,USD,43,8,Orthanc,技术型,,425,35,Other,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3.0
thexylom,119099.06,USD,219,172,The Xylom,教育型,"arts and culture, climate, community, covid-19, education, environment, journalism, online, publication, science, usa",377,156,US,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3.0
chaijs,12236.91,USD,58,0,Chai,技术型,"open source, javascript, testing, mocha, vitest, cypress, typescript",655,45,Unknown,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,9.0
srs-server,9640.0,USD,66,5,SRS,技术型,"open source, live streaming, media server, video streaming, streaming, media streaming, group chat, video conferencing, multimedia, rtmp, c, c plus plus",405,53,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3.0
iron-path-farms,25307.0,USD,88,6,Iron Path Farms,技术型,"arts and culture, community, education, farm, food, haudenosaunee territory, new york, turtle island, usa",463,80,US,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3.0
layerzero,43902.88,USD,45,0,Layer Zero,技术型,community,681,32,US,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3.0
guppe-groups,7459.7,USD,123,6,Guppe Groups Platform Co-op,技术型,"open source, activitypub, mastodon, cooperative",571,116,US,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2.0
strapi,7757.0,USD,115,0,Strapi,技术型,"api, node.js, javascript, cms, open source, headless cms, community-led",696,97,FR,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,7.0
pulsar-edit,10194.98,USD,111,0,Pulsar Edit,技术型,open source,425,98,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2.0
tabulapdf,12749.18,USD,148,0,Tabula,技术型,"open source, pdf, data, tools, data analysis",666,139,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,9.0
yourls,9990.35,USD,93,0,YOURLS,技术型,"open source, url, shortner, php, yourls, foss",585,80,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,8.0
hermosamutualaid,19609.63,USD,115,1,Hermosa Mutual Aid,公益型,"chicago, covid, covid-19, crisis pantry, food, food pantry, health, housing, illinois, midwestern usa, mutual aid, usa",530,96,US,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0
kavita,6470.66,USD,104,53,Kavita,技术型,"open source, manga, reader, self-hosted, comics, ebook, webtoon, pdf",425,93,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0
fast-endpoints,10789.0,USD,80,0,FastEndpoints,技术型,"open source, .net, asp.net",405,67,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2.0
betonquest,4132.33,USD,69,1,BetonQuest,技术型,"open source, minecraft, plugins, plugin, bukkit, spigot, papermc, java, quest",420,55,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.0
flowlab,7691.12,USD,66,8,FLOWLab,技术型,"consulting, design, diversity and inclusion, entrepreneur, founders, knowledge, oregon, pacific northwest usa, pnw, portland, resource, solopreneur, startup, strategy, usa, community development, mutual aid, publishing, creators, writers, international, community organizing",451,54,US,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3.0
yeoman,5514.45,USD,59,0,Yeoman,技术型,open source,769,46,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,9.0
azuracast,18263.65,USD,63,1,AzuraCast,技术型,"webcasting, web radio, radio, liquidsoap, icecast, shoutcast, docker, php, open source",354,54,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,7.0
wildrootscooperative,113869.73,USD,212,1,Wild Roots Learning Community,教育型,"community building, community resource, coop, dallas, dfw, education, environment, family resources, mental health, mutual aid, north texas, self directed education, southern usa, texas, usa, workercooperatived, youth",422,136,US,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.0
sf-bay-area-mutual-aid,32402.11,USD,107,10,SF Bay Area Mutual Aid,公益型,"bay area, california, food, mutual aid, resource, san francisco, usa, western usa",416,72,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.0
simplex-chat,13899.34,USD,92,1,SimpleX Chat,技术型,,420,80,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0
emotion,65911.47,USD,64,0,emotion,技术型,"babel-plugin, css, css-in-js, emotion, react, reactjs, open source",550,51,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0
discordjs,48477.0,USD,134,0,discord.js,技术型,"open source, discord, discord api, discord bot",425,105,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,8.0
zmkfirmware,13544.0,USD,88,0,ZMK Firmware,技术型,"open source, firmware, mechanicalkeyboards",442,77,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0
solunderground,16561.06,USD,258,0,Sol Underground,技术型,"community, mutual-aid, liberation",378,239,US,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2.0
sous-chefs,14287.88,USD,37,1,Sous-Chefs,技术型,"chef, chef-cookbook, chef-resource, open source",501,25,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0
spotube,3143.52,USD,353,29,Spotube,技术型,"spotify, flutter, music, music-player, audio-player, audio, youtube, open source",400,230,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3.0
chillicream,16772.0,USD,47,2,ChilliCream,技术型,"open source, graphql, aspnetcore",454,39,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,5.0
openemr,14855.23,USD,60,0,OpenEMR,技术型,"ehr, emr, health, healthcare, hit, linux, medical, openemr, osx, php, practice-management, windows, open source",514,51,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,7.0
hapijs,56492.68,USD,36,0,hapijs,技术型,open source,480,23,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,5.0
purescript,4237.0,USD,24,1,PureScript,技术型,,476,17,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0
libvips,67654.0,USD,95,9,libvips,技术型,"c, cpp, gif, graphicsmagick, heic, image-processing, imagemagick, jpeg, libvips, nifti, openexr, openslide, pdf, pdfium, png, svg, tiff, webp, open source",459,76,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0
openlayers,33886.23,USD,46,1,openlayers,技术型,"open source, webmapping, javascript",485,35,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,8.0
code-for-philly,50138.86,USD,50,0,Code for Philly,技术型,"civic tech, hackathon, meetup, mid-atlantic usa, open source, other, philadelphia, code for america, brigade",461,23,US,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,6.0
koajs,3646.3,USD,59,0,KoaJS,技术型,open source,664,52,US,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,9.0
emberjs,41824.97,USD,85,2,Ember.js,技术型,"ember, javascript, javascript-framework, open source",714,59,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,5.0
ridgewood-community-garden,7396.2,USD,68,2,Ridgewood Community Garden,公益型,"collective, community garden, education, food, garden, neighborhood, new york, new york city, nyc, queens, ridgewood, usa",580,53,US,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.0
redistro,9560.84,USD,47,0,Redistro,技术型,"free store, mutual aid, reuse, environmental justice, usa, massachusetts, cooperative, cooperative economy, swap, sustainability, neighborhood, coop, climate, climate justice, social justice, community organizing",361,34,US,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2.0
premake,55096.0,USD,20,11,Premake,技术型,"open source, build tools, hacktoberfest",484,13,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0
randovania,5958.25,USD,57,0,Randovania,技术型,"open source, games, randomizer, multiworld",390,34,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2.0
ajv,52170.69,USD,56,5,Ajv,技术型,"ajv, json-schema, validator, open source",478,48,GB,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,6.0
livetl,4949.23,USD,72,0,LiveTL,技术型,"open source, live translate, vtubers, hacktoberfest",445,61,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0
ukvma,12186.27,USD,74,2,Ukrainian Village-West Town Mutual Aid,公益型,"chicago, community, illinois, midwestern usa, mutual aid, solidarity, ukraine, usa",353,50,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3.0
wegotthisseattle,125398.83,USD,283,22,We Got This Seattle ,公益型,"coronavirus, covid, covid-19, food, frontline workers, health, healthcare workers, pacific northwest usa, pnw, seattle, usa, washington",401,242,US,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5.0
huntr,181994.45,USD,371,0,huntr,技术型,"open source, security, hacktoberfest",31,1,GB,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,4.0
geysermc,9826.64,USD,95,0,GeyserMC,技术型,"open source, minecraft",397,71,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0
triad-land-project,17401.0,USD,39,1,Triad NC SRA Land Project,公益型,community,705,34,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0
supper-collective-nyc,21161.23,USD,87,0,Supper Collective,公益型,"blm, brooklyn, community fridge, covid, direct action, end hunger, food, food insecurity, fridge, mutual aid, new york, new york city, nyc, protest food, usa",415,74,US,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0
lint-staged,16986.08,USD,43,0,lint-staged,技术型,"developer-experience, eslint, git, linter, stage-files, stylelint, workflow, open source",566,35,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0
docusaurus,32602.82,USD,55,0,Docusaurus,技术型,"open source, facebook open source",520,46,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,7.0
modx,10695.0,USD,38,0,MODX,技术型,"open source, cms",372,26,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0
acgn-stock,2881.0,USD,41,0,acgn-stock,技术型,"open source, anime, comic, game, novel, stock simulator",591,33,Other,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7.0
hack-portland,5340.0,USD,43,4,Hack Portland,技术型,"civic tech, crypto, event, hacking, oregon, pacific northwest usa, pnw, portland, programming, robots, tech meetups, usa, video games, virtual reality",500,27,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7.0
yarnpkg,65830.35,USD,43,0,Yarn,技术型,open source,414,32,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0
universalviewer,96851.33,USD,32,0,universalviewer,技术型,open source,490,22,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,8.0
wwc,242715.5,USD,76,9,The Womanist Working Collective,公益型,"black feminism, black-led black-centered, health, meetup, mutual aid, pennsylvania, philadelphia, social solidarity economy, usa, womanism",193,61,US,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0
natives-in-tech,251971.66,USD,84,11,Natives in Tech,技术型,"community, natives in tech, native american, indigenous, indigenous technology, native",625,53,US,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,5.0
wethepeoplenyc,19763.25,USD,93,0,We The People NYC,公益型,"mutual aid, abolition, community, black liberation",328,67,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2.0
journahost,19287.84,USD,58,0,journa.host,技术型,"arts and culture, journalism & literature, mastodon, online, open source",357,49,US,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2.0
rain-or-shine-diaper-fund,18374.7,USD,97,10,Rain or Shine Diaper Fund & Distro,公益型,"arts and culture, brooklyn, brooklynmutualaid, food, foodpantry, foodrelief, freediapers, freefood, fridge, health, mutual aid, mutualaid, new york city, nyc, nycfoodrelief, usa",377,85,US,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0
lem,6480.0,USD,39,0,lem,技术型,"lisp, common lisp, scheme, programming, shell script, c, open source",488,31,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0
hydra-synth,9401.67,USD,100,0,hydra community fund,技术型,open source,373,75,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0
ant-design,13764.95,USD,68,5,Ant Design,技术型,"react, ui, design, javascript, css, open source",478,57,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,8.0
crowbartools,3536.16,USD,50,0,CrowbarTools,技术型,"open source, twitch, live streaming, javascript, electron, typescript, angular, react",354,42,US,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,4.0
bryn-mawr-warming-station,11047.26,USD,95,0,Northside Chicago Prison Letter Writing Coalition,公益型,"abolitionist, chicago, education, illinois, midwestern usa, mutual aid, usa, wealth redistribution",378,71,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.0
nextauth,53190.07,USD,65,0,Auth.js,技术型,"open source, javascript, next.js, authentication, oauth, oauth2, sveltekit, webapi, passwordless, authjs",372,50,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,4.0
queertopia,43089.78,USD,86,2,Queertopia,公益型,"community, queer, lgbtq, sustainable, farming, homelessness, mutual aid",628,80,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3.0
cfsc,729330.28,USD,119,1,Chicagoland Food Sovereignty Coalition,公益型,"chicago, covid-19, food sovereignty, illinois, midwestern usa, mutual aid, solidarity, usa",349,85,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.0
ethical-source,9341.0,USD,52,0,The Organization for Ethical Source,公益型,"movement, open source, ethics",387,32,Unknown,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,5.0
enablefund,348397.71,USD,135,0,The e-NABLE Fund,公益型,"movement, renable opensource, prosthetics, volunteers, children, philanthropy",374,97,Unknown,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8.0
task,4595.0,USD,56,1,Task,技术型,"build-tool, devops, go, make, makefile, task, task-runner, open source",394,43,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0
riot,10083.0,USD,41,1,Riot.js,技术型,"open source, javascript, webcomponents, custom elements",542,30,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,8.0
debug,11080.61,USD,29,1,debug,技术型,"open source, node.js, node, javascript, debug, js, typescript, browser, web",548,23,Unknown,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,8.0
swop-chi,145892.6,USD,188,0,SWOP Chi,公益型,"chicago, community, health, illinois, midwestern usa, mutual aid, online, usa",299,141,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3.0
altair,11646.08,USD,197,4,Altair GraphQL Client,技术型,"altair, angular, chrome-extension, electron, fossa-status, graphql, graphql-client, graphql-editor, graphql-ide, ngrx, open source, gui, hacktoberfest",414,190,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7.0
favor,50303.46,USD,117,16,FAVOR - Food Access Volunteers Of Roslindale,公益型,"boston, boston mutual aid, food, food access, food distribution, food equity, food rescue, massachusetts, mutual aid, northestern usa, roslindale, usa, volunteers",329,96,US,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0
ghost,23067.96,USD,86,0,Ghost,技术型,"blogging, cms, javascript, journalism, publishing, web-application, open source, nodejs, emberjs, node, ember, blog",493,73,Other,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,7.0
heartening,28302.11,USD,86,0,Heartening,公益型,"volunteer organisation, reuse, free store",332,75,US,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0
themovingsupportproject,15970.0,USD,84,5,The Moving Support Project,公益型,"covid-19, housing, mutual aid, new york, new york city, nyc, usa",324,62,US,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0
known,12815.0,USD,29,1,Known,技术型,"open source, social media, indieweb, decentralized, publishing, discussion, community, social networking",423,23,Unknown,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0
perkeep,66227.19,USD,46,1,Perkeep,技术型,"open source, storage, archival, preservation, decentralized",544,40,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0
cabal-club,26068.0,USD,36,8,Cabal,技术型,,390,25,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0
cuh,11419.0,USD,102,0,Chicago Union of the Homeless,公益型,"chicago, community, housing, illinois, midwestern usa, social justice, usa",336,88,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3.0
clojure-lsp,9776.12,USD,25,0,Clojure LSP,技术型,"open source, lsp, clojure, programming, clojure-lsp, ide",349,20,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0
feathers,36329.0,USD,95,2,FeathersJS,技术型,"open source, nodejs, javascript",685,81,Other,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,8.0
fakerjs,53948.71,USD,78,3,Faker,技术型,"open source, javascript, faker, data, testing",450,54,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,8.0
roslindale-food-collective,40416.55,USD,128,1,Roslindale Food Collective,公益型,"boston, food, massachusetts, mutual aid, northestern usa, usa",337,120,US,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.0
kivymd,9423.0,USD,62,3,KivyMD,技术型,"material, material design, ui, gui, python, cross platform, open source, kivy, kivymd, hacktoberfest",363,47,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,5.0
openmeasures,98427.4,USD,45,0,Open Measures,技术型,,315,23,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0
nivo,8418.0,USD,57,0,nivo,技术型,"charts, components, d3js, dataviz, isomorphic, react, svg, open source",434,49,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0
dhall,14396.02,USD,28,5,The Dhall Language Project,技术型,,395,17,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6.0
the-peoples-fridge,11062.0,USD,102,3,The People's Fridge,公益型,"mutual-aid, community fridge, social justice, food security, food access, free food, community",230,66,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2.0
trystereocollective,184259.86,USD,88,3,Trystereo,技术型,"harm reduction, community",222,52,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2.0
osscameroon,4495.1,USD,56,0,osscameroon,技术型,,292,37,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.0
doctrine,44932.76,USD,32,2,Doctrine,技术型,"php, databases",312,22,US,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3.0
ovenmediaengine,23359.0,USD,31,54,OvenMediaEngine & OvenPlayer,技术型,"open source, streaming, streaming server, sub second latency, ovenmediaengine, ovenplayer, html5 player, live streaming, broadcasting, ome, open source software, low latency, webrtc, srt, rtmp, rtsp, dash, hls",313,23,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4.0
woodpecker-ci,5610.86,USD,57,3,Woodpecker CI,技术型,"open source, ci, pipeline",288,37,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.0
orchid,2725.9,USD,48,0,Orchid for Laravel,技术型,"admin, cmf, cms, cms-framework, dashboard, laravel, orchid, php, platform, open source",337,38,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7.0
responsively,4649.88,USD,98,4,Responsively,技术型,"open source, devtool, web-browser, developer-tools",337,91,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0
cpprefjp,5735.0,USD,33,0,cpprefjp,技术型,"cpp, open source",279,28,Other,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2.0
docsify,5228.32,USD,53,2,docsify,技术型,"doc, docs, docsify, documentation, documentation-tool, github-pages, markdown, vue, open source",395,45,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0
wwcodeportland,87165.54,USD,85,0,WWCode Portland,技术型,"wwcode, meetup, diversity in tech, 501c3",139,38,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9.0
space-city-ao,8405.06,USD,68,0,Space City AO,技术型,"community, mutual aid, activism, solidarity economy, social ecology, texas, southeast texas, houston",509,61,Unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3.0
tachyons,4898.0,USD,49,0,Tachyons,技术型,open source,630,41,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,9.0
newdesigncongress,6784.05,USD,41,1,The New Design Congress,技术型,"politics, society, strategy, design, infrastructure",623,35,DE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5.0
nix-errors-enhancement,14388.0,USD,78,11,Nix error message improvement,技术型,other,375,73,Unknown,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,5.0
nirvati,5136.97,USD,41,0,Nirvati,技术型,"bitcoin, lightning, raspberry-pi, open source, software, self-hosted",233,36,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2.0
lawnchair,2241.17,USD,163,0,Lawnchair,技术型,"open source, android",280,123,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0
thpatch,5310.1,USD,43,0,Touhou Patch Center,技术型,"anime, c-plus-plus, dll-injection, game-mod-tool, game-modding, game-patch, i18n, shmup, thcrap, touhou, touhou-project, open source",437,32,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0
tpf,149136.95,USD,369,0,The People's Fundraiser,公益型,"district of columbia, dmv, grantmaking, maryland, social justice, solidarity, usa, virginia. washington dc",208,168,US,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.0
jawnsclub,6613.4,USD,81,17,Jawns.Club,技术型,"community, mastodon, fediverse, philadelphia",294,66,US,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2.0
colour-science,15482.85,USD,37,0,Colour Science,技术型,,330,28,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0
drupal_gin,5864.0,USD,36,5,Gin Admin Theme,技术型,,318,28,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.0
