slug,members,updates,name,type,tags,contributionsCount,totalFinancialContributors,country,flag,tag_community,tag_open source,tag_javascript,tag_other,tag_association,type_公益型,type_技术型,type_教育型,country_DE,country_FR,country_GB,country_Other,country_US,country_Unknown,age,propensity_score
iplug2,6,0,iPlug2 Developers,技术型,"open source, audio, plug-ins, vst, audiounit, webassembly",30,2,DE,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,4.0,0.6163720469095315
open-chemistry,15,0,Open Chemistry,技术型,"open source, science, association, hacktoberfest, chemistry",37,10,Unknown,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,6.0,0.5109928641532023
tlc,29,0,Trans Liberation Cambridge,公益型,"transgender, trans, queer, lgbtq, community",25,17,GB,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,0.4088446099976433
sepheocoop,22,0,Sepheo Co-op,技术型,"association, mutual-aid, freelancing, uk, community",45,12,GB,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1.0,0.5403913558036795
joomla-cms,6,0,The Joomla! Project,技术型,open source,30,3,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,5.0,0.6777699033684228
fff-mexico,29,0,Fridays For Future Mexico,公益型,"climate, climate justice, climate activism, fridays for future, climate crisis, system change, intersectionality, environment",12,10,Other,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4.0,0.45266100216632993
sinytra,13,0,Sinytra,技术型,"open source, java, minecraft, modding",21,8,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.0,0.37871951012126287
wordpress-sf,15,0,WordPress SFO,技术型,"wordpresss, tech, web development, san francisco, meetups",47,6,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8.0,0.5688609214812974
wbds-la,31,0,WBDS LA,教育型,"artifical intelligence, civic tech, community, conference, data science, latin america, networking, online, research, workshops",6,6,Unknown,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3.0,0.3301305078104941
kube-hetzner,10,0,Kube Hetzner,技术型,open source,32,3,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2.0,0.4060580845615125
openinput,7,0,openinput,技术型,,28,3,Other,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4.0,0.5676302291802147
chaoss-africa,21,2,CHAOSS Africa,公益型,"civic tech, global, health, linux, online, open source",6,7,Unknown,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2.0,0.3015147636848072
centrifugal,9,6,Centrifugal,技术型,open source,33,7,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0,0.5139586662619385
mobx-react-form,7,0,mobx-react-form,技术型,"form, mobx, observables, react, reactive, state, validation, javascript",22,4,Unknown,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,7.0,0.5342819247576795
vignette,19,7,Vignette,技术型,"open source, virtual-streaming, vtuber, face-tracking, ai",23,7,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4.0,0.616753293373847
hackneycopwatch,26,0,Hackney Cop Watch,公益型,"community, mutual aid, abolition, police intervention training, cop watch",22,8,Unknown,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3.0,0.31933377951052055
the-light-inside-film,19,2,The Light Inside,公益型,"community, film, documentary, arts, cinema",14,15,GB,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3.0,0.46238966952551697
bagisto,16,2,Bagisto - Laravel eCommerce,技术型,"ecommerce-framework, laravel, php, vue, open source, ecommerce, multi-source inventory, laravel ecommerce, laravel pos, open source ecommerce framework, multi-tenant saas",38,11,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,6.0,0.6325457298590357
react-admin,5,0,React Admin,技术型,"open source, react, dashboard",23,3,FR,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3.0,0.5609712685963876
mhw,11,0,Melanin Health & Wellness,公益型,,14,4,GB,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5.0,0.5068119940212201
regen-village,31,0,Regen Village,公益型,events,15,13,Other,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,0.37383431240152054
datahike,9,0,Datahike,技术型,"datalog, graph database, clojure, clojurescript, distributed, database, immutable",29,2,DE,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5.0,0.6450246914209182
openfoodnetworkuk,7,0,Open Food Network UK,公益型,"open food network, community tech, platform coop",24,3,GB,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9.0,0.6085545346184975
arviz,15,0,ArviZ,技术型,"community, open source",41,4,Unknown,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0,0.4640938738240247
blogmarks,11,0,Blogmarks,技术型,"service, open source, saas",23,8,DE,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,6.0,0.6655002082108342
bi4farmers,17,1,Basic Income For Farmers,公益型,"foodjustice, climatejustice, justransition, equity and inclusion, regernative farming, thriving farming communities, foodsovereignty, sustainable farming, community engagement",8,4,Unknown,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,0.273382652653314
rizin,12,0,Rizin,技术型,"open source, reverse engineering, debugger, cybersecurity",27,5,DE,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,4.0,0.6204865936853212
jekyll-admin,11,0,Jekyll Admin,技术型,"cms, javascript, jekyll, jekyll-plugin, react, ruby, open source",41,8,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,5.0,0.48121285743817793
abqciqlovia,17,1,ABQ CiQlovía,公益型,"abq, albuquerque, biking, community, event, family, health, new mexico, newmexico, openstreets, placemaking, southwestern usa, usa, wellness",7,6,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3.0,0.5125938289062915
opencollective-oss,27,0,Open Collective OSS,技术型,open source,54,17,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,9.0,0.597949469154276
openml,6,0,OpenML,技术型,"open source, ai, machine learning, open science, artificial intelligence, networked science",48,4,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.0,0.4260503073598334
rustfest,14,1,The RustFest Project,技术型,community,52,5,Other,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,4.0,0.5798470633719809
pdm,4,0,Pdm,技术型,open source,23,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0,0.45334037178183584
exosphere-foundation,10,0,Exosphere Foundation,公益型,"openstack, user interface, elm, cloud, open source, gui, scientific computing",4,1,Unknown,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2.0,0.2858943987452175
hyphacoop,9,0,Hypha Worker Co-op,技术型,,34,5,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,0.4820275106346794
beawitching,10,1,Beawitching Communities,公益型,"lgbtq+, trans, community support, medical, advocacy, community",33,4,GB,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,0.43100986100153876
k2vr,14,0,K2VR,技术型,open source,25,8,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.0,0.43174488213377676
the-stweets-fund,23,0,The Stweets Fund,公益型,"covid-19, mutualaid, christmas, foodvouchers",47,12,GB,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4.0,0.48638071349188167
commitizen-tools,6,0,Commitizen Tools,技术型,"open source, release-automation",25,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2.0,0.4032576711672858
sourcery,7,2,Sourcery,技术型,open source,52,4,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0,0.46514259414504067
drupal-contribution,16,1,Drupal Contribution,技术型,"civic tech, community, drupal, education, online, open source, training",19,5,US,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,2.0,0.6192600641414651
karrot,21,0,Karrot,公益型,"open source, community organizing, digital commons, commoning, sharing",25,6,Unknown,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1.0,0.27116680977065977
sciml,12,0,SciML,技术型,open source,35,2,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0,0.4624901990691265
g-4-g,22,0,G4G,公益型,other,40,12,Unknown,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,6.0,0.3838897164563248
first-collective-614,8,0,FIRST Collective,公益型,"homelessness, unhoused, movement, model, social infrastructure, community",33,3,Unknown,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3.0,0.30421729583016954
diskframe,8,0,disk.frame collective,技术型,"data-science, large-dataset, manipulation-data, medium-data, r, open source",38,6,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,6.0,0.6174709498486547
cowley-climate-collective,12,0,Cowley Climate Collective,公益型,"uk, environment, racial justice, youth, community, community space, food sovereignty",19,3,GB,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,0.4290685853066027
castopod,12,0,Castopod,技术型,podcast,32,8,FR,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4.0,0.5905354185209069
tolaga,12,5,Tolaga Bay Innovation,技术型,community,34,6,Unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4.0,0.4863947937027886
thinkingwithgames,8,1,Thinking With Games,教育型,"association, game development, community, indie games, games",46,3,US,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,6.0,0.5876671740014012
ucu-royal-college-of-art,42,3,UCU Royal College of Art,教育型,"opencollective, open collective, uk, london, open source, pta, collective, movement, ucu, art, education",38,38,GB,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,5.0,0.5289939720818659
the_y_berlin,58,0,the Y Berlin @ MOOS,技术型,community,25,55,DE,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3.0,0.5975436773106579
consciousdigital,34,0,Conscious Digital,技术型,"privacy, open source, nonprofit",32,29,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4.0,0.5729588268780444
abap-observability-tools,6,0,abap-observability-tools,技术型,,29,2,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.0,0.45478114910670303
yamada-ui,7,0,Yamada UI,技术型,"open source, javascript, react, react-components, typescript, ui, a11y, ui-components, yamada-ui",15,4,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1.0,0.3756892891188803
hues-by-horizon-simulations,55,3,Hues by Horizon Simulations,技术型,"community, open source",50,49,Unknown,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1.0,0.40245160741344455
conda-forge,15,0,conda-forge,技术型,open source,28,4,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0,0.4640938738240247
openvidu,9,0,OpenVidu WebRTC Platform,技术型,"videochat, room, video, videoconference, webrtc, meeting, video surveillance, open source",46,6,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0,0.5077692771839708
gqless,12,0,gqless,技术型,"open source, graphql",28,9,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0,0.48137195659728294
watchit,21,6,Watchit,技术型,"multimedia, decentralized, open source, decentralization, standard, movies",19,6,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2.0,0.6506240403917931
aletheia-data,4,0,Aletheia Data,技术型,,17,1,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.0,0.42684841089229253
libraryeconomynyc,13,0,Library Economy NYC,公益型,"open source, library socialism, dual power, solidarity economy, eco-socialism, anarchism, mutual aid, community, neighborhood, neighbors-helping-neighbors",39,10,US,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,2.0,0.47033246707752596
sollumz,26,0,Sollumz,技术型,"open source, blender, blender-addon, game-modding",39,18,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.0,0.38388532134602515
vendure-ecommerce,8,0,Vendure,技术型,"open source, ecommerce, typescript, graphql",16,2,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1.0,0.4898231699527977
generation-earth-portugal,8,1,Generation Earth Portugal,公益型,"environment, climate, climate justice, education, youth, community",17,3,Unknown,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2.0,0.2865854809583413
skgjug,23,2,Thessaloniki Java Meetup,技术型,"tech meetups, europe",31,14,Other,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7.0,0.6622424100459031
not-a-trend,16,0,Not a Trend,技术型,community,5,2,Unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3.0,0.44098628663216743
jump,17,0,JuMP,技术型,open source,19,2,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0,0.46892829473824515
apiato,12,0,Apiato,技术型,"api, api-centric, apiato, hello-api, laravel, php, php-api, porto, open source",28,8,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7.0,0.6451963001587567
apiflask,5,0,APIFlask,技术型,"open source, flask, marshmallow, openapi, web api",16,3,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0,0.4523739624511703
sarbat-sikh-lgbt,10,0,Sarbat Sikh LGBT,公益型,"lgbtq, sikh, support",17,3,GB,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,0.4265350957619276
students-for-future-freiburg,22,0,Students for Future Freiburg,公益型,"klima, demos, bildung, publicclimateschool, nachhaltigkeit, sustainability, energiewende, community",12,8,DE,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0,0.4165232006493266
ihope,8,3,International House of Progressive Enthusiasm - Kinbox,公益型,"open source, solidarity economy, direct action, circular economy, regenerative economy, community, mutual aid, community organizing, dual power, systems thinking, design thinking, solarpunk, post-scarcity, post-capitalism, decentralized technology",22,3,US,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1.0,0.4620639393343578
basm-brisbane,6,0,Brisbane Autism Spectrum Meetup,公益型,"autism, autism spectrum, asd, meetup, support group, community, brisbane, australia",27,3,Other,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2.0,0.3793612202172905
veganarchy,21,0,Veganarchy,公益型,"green anarchism, veganism, community building, community kitchen, community care, anarchism, human rights, animal rights, intersectionality, lgbtqia+, horizontal, plantbased, education, collective, voluntary, artivism, screen printing, stickers, buttons, social media, free contribution, sustainability, zero waste, climate justice, social justice, research, community",15,12,Other,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,0.3628504535906664
ultimate-backend,12,0,XRAPH Projects,技术型,open source,27,8,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0,0.4825048759243065
workshop-and-riset-informatika,17,0,Workshop & Riset Informatika,技术型,community,20,9,Other,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.4666893394480635
dynamoose,8,0,Dynamoose,技术型,"open source, pledged",21,4,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0,0.48186839611841353
ypc-community-fund,6,0,YPC Community Fund,公益型,,6,1,US,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5.0,0.5519169402922529
prav-ios,25,8,Prav Messaging App for iOS,技术型,"xmpp, cooperative, prav, free software, ios, open source",19,16,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1.0,0.5414531795287892
earth-social-conference,24,3,Earth Social Conference,公益型,"climate justice, climate, activism, conference, international, community",12,12,Other,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2.0,0.4081718213189709
befrank,13,0,BeFrank,技术型,"movement, crypto, currency",16,6,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7.0,0.5397452976363797
liberta,20,0,Liberta,技术型,"cloud, fediverse, peertube, funkwhale, jitsi, open source, free, floss, liberta, privacy",20,16,FR,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4.0,0.5917676355220407
worldwide-telescope,12,0,WorldWide Telescope,技术型,"open source, community, visualization, astronomy, web",15,3,Unknown,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,2.0,0.40855659839141273
nobo-house,8,2,Nobo Wellness,公益型,community,4,3,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2.0,0.4831798921481716
gm-food-sovereignty-project,17,1,Greater Manchester Food Sovereignty Project,公益型,"food justice, land justice, greater manchester, community",1,1,GB,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,0.443271531921128
whitstable-foodies-market,20,1,Whitstable Umbrella Community Centre,公益型,"whitstable, charity, community support, food, drink, community, farmers markets, markets, foodies, event venue, gigs, music",10,18,GB,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,0.4281239176497346
whitestormjs,16,0,WhitestormJS Engine,技术型,open source,35,4,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,8.0,0.5723523872785491
uv,8,0,urbanists.video,技术型,"community, urbanism, peertube, fediverse",12,4,US,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2.0,0.6050948696984135
wownero,4,1,Wownero,技术型,"monero, meme, privacy",18,1,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.0,0.45899838129605924
domino-ui,3,0,Domino Ui,技术型,"open source, javascript, java, gui, programming, github, css, html",13,1,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,2.0,0.39952747820109963
ukraine-war-archive,13,1,Ukraine War Archive,公益型,"ukraine, war in ukraine, archive, community",25,7,GB,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,0.43147878950115637
semantic-release,6,0,semantic-release,技术型,"open source, pledged",15,2,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0,0.45478114910670303
saasfly,9,0,Saasfly,技术型,"open source, nextjs, boilerplate, typescript, i18n, cloud-native, cloud computing",14,4,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.0,0.3781199024560197
pmd,8,0,PMD,技术型,"open source, static-code-analysis, java",18,4,DE,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,4.0,0.6166733856554881
gnv-liberation-collective,20,0,Liberation Collective,公益型,,17,17,US,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0,0.4447547690785694
lucide-icons,20,0,Lucide Icons,技术型,"icons, svg-icons, open source, svg, javascript, typescript, react, vue, svelte, solidjs, preact, feather icons, library, simple",22,13,Other,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,3.0,0.5465023276898224
otherwisemag,13,0,OtherwiseMag,教育型,"open source, justice, solidarity, storytelling, ethnography, otherwise, magazine, workshops, community organizing, community engagement",13,7,Unknown,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0.2649579134224737
laravel-wallet,11,0,Laravel Wallet,技术型,open source,16,6,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0,0.48347882522312374
network-time-foundation,14,2,Network Time Foundation,技术型,"ntp, ptp, linuxptp, ptp4l, time, synchronization, linux time source, network time protocol, precision time protocol, 1588, open source",20,8,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,6.0,0.7141051940657959
onethird-project,13,0,One/Third Project,公益型,"one/third project, students, young people, education, mental health and wellbeing",5,5,GB,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3.0,0.45462159350153825
mir_community,11,0,MiR Community,技术型,,17,6,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.0,0.45669702609716906
caencamp,21,0,CaenCamp,技术型,"c-corp, meetup, caen",21,11,FR,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7.0,0.6729933340013955
open-credit-network,9,3,Open Credit Network,技术型,"cooperative, co-op, mutual credit, money, economy",31,4,GB,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6.0,0.6763523905330334
srbe,20,0,Scientist Rebellion Belgium,公益型,,6,5,Unknown,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.0,0.29280287286840556
noeappio,30,2,NOÉ - Planification d'événements,技术型,"community, open source, events, volunteer, bénévolat, planning, autogestion",25,23,FR,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,3.0,0.5815988187637012
amogos,18,0,AmogOS,技术型,"hacktoberfest, among us, amogos, sus, someordinarygamers, techhut",15,12,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.0,0.45893066309544644
the-gwent-alliance,7,0,The Gwent Mental Health and LD Alliance,公益型,"mental health, gwent, learning disabilities",4,2,GB,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4.0,0.47703795114649883
nakas,6,0,North American Karuta Appreciation Society,公益型,"wiki, japan, board games, card games, hanaufda",26,2,US,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.0,0.49720128936176833
civic-tech-field-guide,15,1,Civic Tech Field Guide,技术型,"civic engagement, civic tech, open data, govtech",20,11,US,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3.0,0.6368102774304157
r2devops,8,3,R2Devops - The open source marketplace of CI/CD templates,技术型,"open source, devops, cicd",13,3,FR,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3.0,0.5815287346627525
openbootcamp,8,0,OpenBootcamp,教育型,"code, dev, developers, training, freecodecamp, open source, community",30,4,Other,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,2.0,0.3841057077462573
fabio,7,0,fabio,技术型,"consul, go, golang, load-balancer, vault, open source",34,5,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0,0.5331526837750309
pelican-plus-tra,16,0,Pelican Plus Tenants & Residents Association,公益型,,16,7,GB,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5.0,0.5098765417990974
fridays-for-future-heidelberg,19,0,Fridays for Future Heidelberg,公益型,climate justice,13,13,DE,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0,0.40726696621755804
pybamm,9,0,PyBaMM,技术型,"community, open source",19,1,Unknown,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,2.0,0.4069990854587206
frazier-mtn-pride-org,12,0,Frazier Mtn Pride,公益型,,22,9,US,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.0,0.47017370880721704
companionintelligence,5,1,Companion Intelligence,技术型,"data, ssi, privacy",19,1,US,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4.0,0.6598692686645788
openseadragon,13,0,OpenSeadragon,技术型,"open source, hacktoberfest",23,10,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0,0.45476216104697115
endfossilbcn,25,0,EndFossil Barcelona,公益型,"climate, movement, activism, community",16,10,Unknown,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2.0,0.29346312309022454
coopcycle,5,0,CoopCycle,技术型,,21,3,FR,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5.0,0.6130571463573616
wearedotnet,5,0,WeAreDotnet,技术型,".net, visual studio, community support, open community, community",23,1,Unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2.0,0.40201300698414166
partidodigital,23,0,Partido Digital,技术型,politics,34,18,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9.0,0.5918675963841068
ng-toolkit,18,2,ng-toolkit,技术型,"angular, angular-material2, angular-universal, aws, aws-lambda, boilerplate, google-cloud, google-cloud-functions, offline, push, push-notifications, pwa, pwa-apps, safari-push-notifications, server-side-rendering, serverless, serverless-framework, webpush, open source, firebase",43,15,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0,0.5473498063188766
enfantterriblefilms,5,0,Enfant Terrible Films,技术型,community,9,2,Other,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,4.0,0.5662032118199806
lgbt,7,0,Postive impact for LGBTQ+ young people,公益型,community,2,2,Unknown,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3.0,0.30408241830006216
whatsie,27,0,Whatsie,技术型,"open source, whatsapp, linux, linux apps",20,21,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4.0,0.5729775638545761
westpa,20,2,WESTPA,技术型,open source,2,2,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,0.6810507831117647
cobbler,3,0,Cobbler,技术型,open source,23,1,DE,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,4.0,0.6137707722270455
wiadla,20,0,World IA Day Los Angeles,技术型,,7,8,US,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5.0,0.6885399848789263
devianze-city,5,0,Devianze Social,技术型,"mastodon, lgbtq+, queer, social media, community",26,3,Unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2.0,0.3998332951992765
urql-graphql,6,0,urql GraphQL,技术型,"open source, graphql, typescript, javascript",22,2,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,2.0,0.4021662198446049
discoverscible,4,0,Scible,教育型,"science, research, scible, data, scientific, tech, open science, open access",26,2,Unknown,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4.0,0.3270345206863863
rot-collective,24,0,ROT Collective (fka The Rights Collective),公益型,"community building, mutual aid, political education, community organizing, zines, queer, south asian",7,7,GB,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,0.4398664592790836
iconify,11,0,Iconify,技术型,open source,37,6,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.0,0.3784196598299744
wwcodeeastbay,26,0,WWCode East Bay,技术型,"wwcode, meetup, diversity in tech, 501c3",25,11,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8.0,0.5772369612717262
vatsimspain,17,0,VATSIM Spain,技术型,vatsim,29,12,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0,0.3793194886537111
less,6,0,Less,技术型,"css, less, webdevelopment, open source",32,4,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0,0.4792848620042245
hadolint,4,0,Hadolint,技术型,open source,22,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.0,0.42684841089229253
jamstatic,21,0,Jamstatic,技术型,"jamstack, france, webdev",34,15,FR,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7.0,0.6689864439718936
cupy,11,0,CuPy,技术型,"open source, community",27,2,Unknown,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,2.0,0.40840261411751394
heylinda,5,4,Hey Linda,技术型,"open source, meditation, react native, mindfullness, mindful, react, hacktoberfest",21,3,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4.0,0.5873617176273165
notesnook,22,0,Notesnook,技术型,open source,18,14,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2.0,0.5211929084444994
poliastro,11,0,poliastro,技术型,"orbital-simulation, orbital-mechanics, astrodynamics, celestial-mechanics, python, science, scientific-computing, space, physics, open source",6,7,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0,0.5092219011311117
mathesar,9,0,Mathesar,技术型,"python, open source, javascript, django, database, postgresql, postgres, database-gui, database-management, data, database-interface",22,2,US,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,2.0,0.6084948514649412
b-local-texas,59,1,B Local Texas,公益型,"business development, live better",19,50,US,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.0,0.4901359667835168
wwcoderecife,12,0,WWCode Recife,技术型,"wwcode, meetup, diversity in tech",16,1,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8.0,0.5706169140632034
thenewcitizen-europe,11,0,The New Citizen Europe,公益型,opencollectiveeu,37,6,Unknown,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7.0,0.4024587555045336
rxts,5,4,RxTS,技术型,"rxjs, typescript, open source, react, eslint, prettier, oss",19,2,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,5.0,0.6142340529337588
