slug,name,type,tags,contributionsCount,totalFinancialContributors,country,flag,tag_community,tag_open source,tag_javascript,tag_other,tag_association,type_公益型,type_技术型,type_教育型,country_DE,country_FR,country_GB,country_Other,country_US,country_Unknown
no-new-ideas,No New Ideas,技术型,community,1,1,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
myeerfan,myeerfan,技术型,"school, community",1,1,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
airedejeux,Aire de Jeux,公益型,"music, label, community",1,1,FR,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
leadership-wellbeing-fund,Collective Leadership Wellbeing Fund,公益型,,1,1,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
xr-adelaide,XR-Adelaide,技术型,"climate, xr, extinction rebellion",1,1,Other,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
wpgulp,WPGulp,技术型,open source,1,1,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
openshelter,Openshelter,公益型,"toronto, open source, homeless shelter, 24 hour respite site, homelessness, shelter referrals, ruby on rails, platformio, cpp",1,1,Unknown,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
cast-sh,cast-sh,技术型,"browser, cast, container, docker, javascript, python, shell, terminal, web, web-shell, xterm, xterm-js, open source",1,1,Other,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
sharpneat,sharpneat,技术型,"ai, neuroevolution, neural network, evolution algorithm, reinforcement learning, evolution, open source",1,1,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
unofficial-shopee-php,Shopee Php SDK,技术型,"open source, php",1,1,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
oppr,oppr,技术型,"business, technology",1,1,Other,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
royalfamily-team,RoyalFamily Team,技术型,community,1,1,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
iris,Iris,技术型,"android, cross-platform, easy-to-use, go, golang, high-performance, http2, iris, mvc, unix, web-framework, windows, open source",1,1,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
sikh-community,Sikh Community,公益型,community,1,2,Other,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
rockchain,RockChain,技术型,"community, web3, blockchain, crypto",1,1,Other,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
global-outreach-foundation,Global outreach foundation,公益型,community,1,1,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
urbanika,Urbanika,技术型,"open source, education, commons, urban regeneration, web3, community, peer governance",1,2,Other,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0
war-stop,war stop,公益型,community,1,1,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
new-collect,new collect,公益型,association,1,1,Unknown,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
gramework,gramework,技术型,"fast, framework, golang, goodlang, gramework, high-performance, reliability, reliable, web, web-framework, open source",1,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
amerihad,Amerihad,公益型,community,1,1,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
un-notre-monde-paca,Un Nôtre Monde PACA,公益型,"community, citoyen, election, regionales, departementales",1,1,FR,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
nginx-proxy-automation,Nginx Proxy Automation,技术型,"open source, docker, docker-compose, nginx, nginx-proxy, nginx-proxy-automtion, nginx-proxy-companion",1,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
vue-drag-resize,Vue Drag Resize,技术型,open source,1,1,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
graphql-java,GraphQL Java,技术型,"graphl, graphql, java, open source",1,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
nginx-admins-handbook,nginx-admins-handbook,技术型,"best-practices, cheatsheet, hacks, handbook, http, https, nginx, nginx-configuration, nginx-proxy, notes, openresty, performance, reference, security, snippets, ssllabs, tengine, open source",1,2,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
urlpattern-polyfill,URLPattern Polyfill,技术型,,1,1,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
viewportsizer,Viewport Sizer Tool,技术型,"community, design, design tools, websites, viewports",1,1,Other,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
albadar,Amanah al-Badar,公益型,community,1,1,Other,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
northeast-al-sra,Northeast AL SRA,公益型,,1,1,US,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
triad-sra,Triad NC SRA,技术型,community,1,1,US,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
luckysheet,Luckysheet,技术型,open source,1,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
virginia-ave-dog-park,Virginia Ave Dog Park,公益型,"community, dogs, dogpark, parks, washington dc, dc, capitol hill, navy yard",1,1,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
umaes,UMAES,技术型,community,1,1,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
ijogjnsdgoogs,Test,技术型,community,1,1,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
tech_voices,TechVoices,技术型,"public speaking, diversity, mentoring, movement",1,1,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
endless-process,Endless Process,技术型,community,1,1,Unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
xr-schaerbeek,XR Schaerbeek,公益型,"climate, xr, extinctionrebellion",1,1,Other,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
synergy-hub,Synergy Hub Universal Residencies,技术型,other,1,1,Unknown,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
gen7-engine,Leap Engine - The Homebrew Engine,技术型,"visual programming, homebrew, community, games, apps",1,1,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
mingyaulee-gh,mingyaulee's GitHub,技术型,community,1,1,Unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
southside-community-currency,southside community currency,公益型,"mutual aid, chicago, auburn gresham, chatham, southshore, englewood, community",1,1,Unknown,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
bundlesize,bundlesize,技术型,"open source, bundlesize",1,1,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
sollet,Sollet,技术型,community,1,1,Unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
piratpartiet-skane,Piratpartiet Skåne,公益型,community,1,1,Other,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
csempathy,Common Sense Empathy LLC,技术型,,1,1,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
davidthomsonmemo,Davidthomsonmemorail,技术型,community,1,1,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
diabolikshop,DiabolikShop,技术型,community,1,1,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
aragale-kathawa,Aragale Kathawa - අරගලේ කතාව,教育型,"sri lanka, community",1,1,Other,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
basketballaustin,Basketball Austin,公益型,community,1,1,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
synarchy,Synarchy,技术型,community,1,1,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
northern-virginia-sra,Northern Virginia SRA,技术型,"collective, community support, community education, community care, community",1,1,US,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
recipy,Recipy,技术型,"open source, other, javascript, association, community",1,1,Unknown,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1
potattv,potat.tv,技术型,community,1,1,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
puppeteer-screen-recorder,Puppeteer Screen Recorder,技术型,"open source, puppeteer screen recorder, test case capture, video capture, video recorder, screen recorder, cast, headless screen recorder, puppeteer plugin",1,1,GB,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
cleverlibre,CleverLibre,技术型,"open source, java, ai, data science, open data, big data, deep learning, open science, semantic web, community",1,1,US,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0
sarapis,Sarapis General Fund,技术型,sarapis,1,1,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
community-football-exchange-ma,Community football exchange matches,公益型,"other, community",1,1,Unknown,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
dyke-times,Dyke Times,公益型,community,1,1,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
mastodonsocialnl,Mastodonsocial.nl,技术型,community,1,1,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
orisalona,Orisalona,技术型,community,1,1,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
lagovouni,Lagovouni,公益型,community,1,1,Other,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
librebooks,LibreBooks.Org,教育型,community,1,1,Unknown,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
mars-tribe,Mars Tribe,技术型,community,1,1,Unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
kotlin-uganda-user-group,Kotlin uganda user Group,技术型,"kotlin, community",1,1,Other,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
react-cool-starter,React Cool Starter,技术型,open source,1,1,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
taro,taro,技术型,"javascript, nerv, nervjs, react, react-native, reactjs, taro, typescript, wechat, wechat-mini-program, weixin, wxapp, open source",1,1,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
thegorgeouslogin,TheGorgeousLogin,技术型,"beautiful, flutter, gorgeous, login, uplabs, open source",1,1,FR,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
remanbiswas,REMAN BISWAS,技术型,community,1,1,Unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
it-is-our-duty,It Is Our Duty!,公益型,"community, movement, housing cooperative, housing rights, cooperatives, intentional community, black liberation, black lives matter, black women",1,1,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
kotlinconf-global-minna-2024,KotlinConf Global Minna 2024,技术型,"open source, community",1,1,Other,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
emelia-smith,Emelia Smith,技术型,"open source, fediverse, mastodon, individual creator, community",1,1,DE,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
ocv,OnChainVision,技术型,community,1,1,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
browsh,Browsh,技术型,"open source, tty, browser",1,2,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
side-project-club,Side Project Club,技术型,community,1,1,Other,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
lone-tree-collective,Lone Tree Collective,公益型,community,1,1,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
dress,Dress,技术型,open source,1,1,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
acsdc,acsdc,技术型,community,1,1,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
yii2-export,yii2-export,技术型,"excel, export, grid, html, pdf, php, spreadsheet, yii2, open source",1,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
captain-codey,Captain Codey,技术型,other,1,1,Unknown,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
rodborough-tabernacle-urc,Rodborough Tabernacle URC,公益型,,1,1,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
wayfinders-network,WayFinders Network,公益型,community,1,1,Other,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
kaana,Kaana,技术型,community,1,1,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
vigory,vigory.de,技术型,community,1,1,DE,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
xiso,XISO,技术型,community,1,1,Other,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
ish-sheet,ISH sheet,技术型,"open source, bootstrap",1,1,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
test1ds,Test1ds,技术型,community,1,1,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
juniper-garden,Juniper Garden,公益型,community,1,1,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
irish-regenerative-land-trust,Irish Regenerative Land Trust,公益型,"community, landtrust, regenerative",1,1,Other,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
mhcgstroud,Middle of the Hill Community Group,公益型,"mhcg, foodhub, warmspaces #stroud, community, nouncellscross, lovefoodhate waste",1,1,GB,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
captain-support,Captain Support UK,公益型,community,1,1,GB,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
aq-org1,AQ ORG,公益型,"open source, cpp, virtual machines, programming language, compiler, community",1,2,Unknown,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
minchinhampton-library,Minchinhampton Library,教育型,,1,1,GB,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
aonsyndikat,ÄON,公益型,"arts and culture, artists, music, sports, nature, nonprofit, liberation, social, wifi, community",1,1,DE,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
moviepass-uk,MoviePass UK,技术型,community,1,0,GB,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
tod-circle,Tod Circle,技术型,community,1,1,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
matterwiki,Matterwiki,技术型,open source,1,1,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
specinfra,SpecInfra,技术型,"web, standards, specs, infrastructure, pr-preview, specref, github",1,1,Other,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
flowjs,FlowJS,技术型,,1,1,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
oceanexo,OceanExO,技术型,community,1,1,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
collectivewinn,Martina,公益型,community,1,1,Other,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
askmoe,Ask.Moe,技术型,community,1,1,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
23mae,23MAE,技术型,community,1,1,Other,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
stop-hungry,stop hungry,公益型,,1,0,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
knightghost,Knight Ghost,技术型,"javascript, community",1,1,Other,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
mastodonph,Mastodon Philippines Community,技术型,"mastodon, philippines, community",1,1,Other,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
chantal-michel-daffy,Chantal Michel,公益型,"open source, usa, movement, community",1,1,US,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
fun-chicago-projects,Fun Chicago Projects,公益型,community,1,1,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
lane-county-sra,Lane County SRA,公益型,community,1,1,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
neptunechain,NeptuneChain,技术型,"community, water, water quality, blockchain, web3, token, non-fungible token, marketplace, climatetech",1,1,US,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
origamilab,Origami Lab,技术型,"life science, medical research, science",1,1,Other,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ducklang,Ducklang,技术型,,1,1,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
react-on-rails,react_on_rails,技术型,open source,1,1,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
forest-green-food-project,Forest Green Food Project & Cafe,公益型,"warm spaces, meetup, payf, inclusive, social inclusion, food pantry, cafe, digital, wifi, community support",1,1,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
salmorejorebelde,Salmorejo Rebelde,技术型,"community, justicia climatica, climate justice, desobediencia civil, rebelión por el clima",1,1,Other,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
