slug,name,type,tags,contributionsCount,totalFinancialContributors,country,flag,tag_community,tag_open source,tag_javascript,tag_other,tag_association,type_公益型,type_技术型,type_教育型,country_DE,country_FR,country_GB,country_Other,country_US,country_Unknown
gab,GAwesomeBot,技术型,"open source, discord, discord bot, bot",33,2,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
change-waco,ChangeWaco,公益型,"coalition, social justice, southern usa, texas, usa, waco",3,3,US,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
seoul-ios-meetup,Seoul iOS Meetup,技术型,"ios, development, mobile app development, programming, swift, meetup, korea, seoul, community",29,6,Other,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
dexiejs,Dexie.js,技术型,"open source, javascript",24,2,Other,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
hackneycopwatch,Hackney Cop Watch,公益型,"community, mutual aid, abolition, police intervention training, cop watch",22,8,Unknown,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
handycontrol,HandyControl,技术型,"color-picker, control, csharp, gif, imagebrowser, style, tabcontrol, wpf, wpf-controls, wpf-ui, xaml, open source",30,3,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
the-light-inside-film,The Light Inside,公益型,"community, film, documentary, arts, cinema",14,15,GB,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
dockle,Dockle,技术型,open source,40,5,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
jetbrains-one-dark-theme,JetBrains One Dark Theme,技术型,open source,51,7,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
bagisto,Bagisto - Laravel eCommerce,技术型,"ecommerce-framework, laravel, php, vue, open source, ecommerce, multi-source inventory, laravel ecommerce, laravel pos, open source ecommerce framework, multi-tenant saas",38,11,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
react-admin,React Admin,技术型,"open source, react, dashboard",23,3,FR,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
mhw,Melanin Health & Wellness,公益型,,14,4,GB,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
klimastreik-landau,Klimastreik Landau,公益型,"community, fridays for future, klimastreik, fff, landau, klimaschutz, climate, environment, germany, activist, justice",15,7,DE,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
regen-village,Regen Village,公益型,events,15,13,Other,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
community-archive,Community Archive,公益型,"open source, discourse, open science, community",50,29,Unknown,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
datahike,Datahike,技术型,"datalog, graph database, clojure, clojurescript, distributed, database, immutable",29,2,DE,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
planety,Planety,技术型,open source,29,2,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
openfoodnetworkuk,Open Food Network UK,公益型,"open food network, community tech, platform coop",24,3,GB,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
joysong,Joysong Collective,公益型,,13,8,US,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ya-webadb,Tango ADB,技术型,"open source, android, adb, web",12,6,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
arviz,ArviZ,技术型,"community, open source",41,4,Unknown,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1
imask,imaskjs,技术型,"inputmask, vanilla-js, open source",44,11,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
atl-madr,Atlanta Mutual Aid Disaster Relief,公益型,community,43,1,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
ursuppe,ursuppe,技术型,"platform coop, arts and culture, open source, community",33,11,Other,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
blogmarks,Blogmarks,技术型,"service, open source, saas",23,8,DE,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
bi4farmers,Basic Income For Farmers,公益型,"foodjustice, climatejustice, justransition, equity and inclusion, regernative farming, thriving farming communities, foodsovereignty, sustainable farming, community engagement",8,4,Unknown,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
soli-konto-health-for-future,Soli Konto Health for Future,公益型,"activism, climate justice, planetary health, solidarity fund, community",21,7,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
kiss,Kootenay Insurrection for Safe Supply,公益型,"community, safe supply, harm reduction, nelson, kootenays",44,7,Other,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
rizin,Rizin,技术型,"open source, reverse engineering, debugger, cybersecurity",27,5,DE,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
jekyll-admin,Jekyll Admin,技术型,"cms, javascript, jekyll, jekyll-plugin, react, ruby, open source",41,8,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
abqciqlovia,ABQ CiQlovía,公益型,"abq, albuquerque, biking, community, event, family, health, new mexico, newmexico, openstreets, placemaking, southwestern usa, usa, wellness",7,6,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
koko-analytics,Koko Analytics,技术型,"open source, wordpress, analytics",26,8,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
opencollective-oss,Open Collective OSS,技术型,open source,54,17,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
openml,OpenML,技术型,"open source, ai, machine learning, open science, artificial intelligence, networked science",48,4,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
climattitude,ClimaTTitude ASBL,公益型,"climate action, climate education, climate actions",11,27,Other,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
food-not-bombs-humboldt-park,Food Not Bombs Humboldt Park,公益型,"chicago, community, food, humboldt park, illinois, midwestern usa, mutual aid, usa",19,6,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
rustfest,The RustFest Project,技术型,community,52,5,Other,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
opencannabis,OpenCannabis,技术型,"cannabis, cpg, regulated-industry, industry-standards",27,2,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
pest,Pest,技术型,"rust, parsing, peg, open source",26,4,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
pdm,Pdm,技术型,open source,23,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
exosphere-foundation,Exosphere Foundation,公益型,"openstack, user interface, elm, cloud, open source, gui, scientific computing",4,1,Unknown,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
hyphacoop,Hypha Worker Co-op,技术型,,34,5,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
beawitching,Beawitching Communities,公益型,"lgbtq+, trans, community support, medical, advocacy, community",33,4,GB,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
hpx,HPX,技术型,open source,19,4,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
k2vr,K2VR,技术型,open source,25,8,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
the-stweets-fund,The Stweets Fund,公益型,"covid-19, mutualaid, christmas, foodvouchers",47,12,GB,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
sweet-spots,Sweet Spots,技术型,community,23,10,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
commitizen-tools,Commitizen Tools,技术型,"open source, release-automation",25,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
fastpack,Fastpack,技术型,"bundler, javascript, open source",52,11,Unknown,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
sourcery,Sourcery,技术型,open source,52,4,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
supportukrainenow,SupportUkraineNOW,公益型,community,38,26,Other,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
drupal-contribution,Drupal Contribution,技术型,"civic tech, community, drupal, education, online, open source, training",19,5,US,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0
vscode-conventional-commits,VSCode Conventional Commits,技术型,"open source, vscode-extension, conventional-commits",21,4,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
adults-with-hemi,Adults with Hemi,公益型,community,40,11,GB,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
karrot,Karrot,公益型,"open source, community organizing, digital commons, commoning, sharing",25,6,Unknown,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
tidal-media-downloader,Tidal Media Downloader,技术型,"tidal-gui, tidal-dl, tidal media downloader, tidal",21,4,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
sciml,SciML,技术型,open source,35,2,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
g-4-g,G4G,公益型,other,40,12,Unknown,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
first-collective-614,FIRST Collective,公益型,"homelessness, unhoused, movement, model, social infrastructure, community",33,3,Unknown,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
nectar-warrior,Nectar warrior,技术型,"jewelry, women, empowerment, warriors4elements",25,1,US,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
themainframe,Plex Utills,技术型,open source,25,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
diskframe,disk.frame collective,技术型,"data-science, large-dataset, manipulation-data, medium-data, r, open source",38,6,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
cowley-climate-collective,Cowley Climate Collective,公益型,"uk, environment, racial justice, youth, community, community space, food sovereignty",19,3,GB,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
vosca,V Open Source Community Association (VOSCA),技术型,"open source, programming-language, vlang",16,9,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
wv-democracy-fund,West Virginia Democracy Fund,公益型,"west virginia, civic engagement, democracy",2,2,US,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
vue-native-core,vue-native-core,技术型,"android, framework, ios, javascript, mobile app development, vue, vue native, open source, vue js, vuejs, react native",42,5,Unknown,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
castopod,Castopod,技术型,podcast,32,8,FR,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
tolaga,Tolaga Bay Innovation,技术型,community,34,6,Unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
thinkingwithgames,Thinking With Games,教育型,"association, game development, community, indie games, games",46,3,US,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
trust-fund,Trust Fund,公益型,"online, education, civic tech, arts and culture, community building, solidarity economy, design, research, quadratic voting, reading groups, prototyping",2,2,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ucu-royal-college-of-art,UCU Royal College of Art,教育型,"opencollective, open collective, uk, london, open source, pta, collective, movement, ucu, art, education",38,38,GB,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
the_y_berlin,the Y Berlin @ MOOS,技术型,community,25,55,DE,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
consciousdigital,Conscious Digital,技术型,"privacy, open source, nonprofit",32,29,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
abap-observability-tools,abap-observability-tools,技术型,,29,2,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
yamada-ui,Yamada UI,技术型,"open source, javascript, react, react-components, typescript, ui, a11y, ui-components, yamada-ui",15,4,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
dpp,Donor Participation Project,公益型,community,42,10,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
aravis-project,Aravis Project,技术型,"open source, library, vision, camera",19,5,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
ramii-studio,Ramii Studio,技术型,"new zealand, aotearoa, nz, art, photography, community",3,4,Other,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
hues-by-horizon-simulations,Hues by Horizon Simulations,技术型,"community, open source",50,49,Unknown,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1
conda-forge,conda-forge,技术型,open source,28,4,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
suneditor,SunEditor,技术型,open source,25,10,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
openvidu,OpenVidu WebRTC Platform,技术型,"videochat, room, video, videoconference, webrtc, meeting, video surveillance, open source",46,6,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
phoenix-solidarity,Phoenix Solidarity,公益型,"movement, community, jail support",38,5,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
the-space,The Space,技术型,,48,9,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
networkupstools,The Network UPS Tools project,技术型,"open source, power device monitoring, ups, pdu, epdu, monitoring, management, dcim",26,10,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
te-ohu-o-onekiritea,Te Ohu o Onekiritea,公益型,"community, maori, manawhenua",7,5,Other,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
gqless,gqless,技术型,"open source, graphql",28,9,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
watchit,Watchit,技术型,"multimedia, decentralized, open source, decentralization, standard, movies",19,6,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
pepper-and-carrot-motion-comic-ru,Pepper & Carrot Motion Comic,技术型,community,8,3,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
sweetalert,SweetAlert,技术型,"alert, dialog, javascript, modal, popup, sweetalert, ui, open source",33,22,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
awp,Accessible Wellness Project,公益型,"community, education, health, homeless, lgbtq, mutual aid, oregon, pacific northwest usa, pnw, portland, sexuality, usa, wellness",2,2,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
youngcooperatorsnetwork,Young Cooperators Network,公益型,community,8,7,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
bismuth,Bismuth,技术型,open source,24,14,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
therevolutionschool,The Revolution School,教育型,community,4,2,Unknown,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
umap,uMap,技术型,"maps, map, openstreetmap, django, leaflet, open source",23,6,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
aletheia-data,Aletheia Data,技术型,,17,1,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
libraryeconomynyc,Library Economy NYC,公益型,"open source, library socialism, dual power, solidarity economy, eco-socialism, anarchism, mutual aid, community, neighborhood, neighbors-helping-neighbors",39,10,US,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
sollumz,Sollumz,技术型,"open source, blender, blender-addon, game-modding",39,18,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
make-tourists-pay,MAKE TOURISTS PAY,公益型,community,16,15,Other,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
dsd-trading,DSD Trading,技术型,community,24,14,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
libxml2,libxml2 and libxslt,技术型,"community, xml",40,4,DE,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
vendure-ecommerce,Vendure,技术型,"open source, ecommerce, typescript, graphql",16,2,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
generation-earth-portugal,Generation Earth Portugal,公益型,"environment, climate, climate justice, education, youth, community",17,3,Unknown,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
xr-lithuania,XR Lithuania,技术型,community,22,4,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
changebase,ChangeBase,技术型,other,47,1,Unknown,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
skgjug,Thessaloniki Java Meetup,技术型,"tech meetups, europe",31,14,Other,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ueransim,UERANSIM,技术型,"open source, 5g, ue, ran",20,4,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
typeorm-fixtures,typeorm-fixtures,技术型,"cli, faker, fixture-loader, fixtures, orm, typeorm, typeorm-fixtures, typescript, open source",21,2,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
redmodding,Red modding,技术型,open source,29,9,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
gin-vue-admin,Gin Vue Admin,技术型,open source,19,3,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
prep21,PREP21,教育型,community,2,1,Unknown,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
friends-of-grails,Friends of Grails,技术型,"grails framework, java, groovy, open source, gradle, gsp, gorm",22,5,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
gatherfor-team-10,Mahogany,公益型,community,29,2,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
not-a-trend,Not a Trend,技术型,community,5,2,Unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
dcat-admin,Dcat Admin,技术型,open source,24,11,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
ghent-coffee-fest,Ghent Coffee Fest,公益型,,17,14,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
jump,JuMP,技术型,open source,19,2,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
mutual-aid-ferry-north-lincs,COVID-19 Mutual Aid Ferry Ward,公益型,"covid-19, covid, north lincolnshire, lincolnshire, ferry ward, fundraising, mutual aid, barrow upon humber, goxhill, new holland, east halton, killingholme, kirmington, croxton, ulceby, wootton, thornton curtis",35,13,GB,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
pradannack,Predannack Anti Aircraft site museum.,公益型,,19,12,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
apiato,Apiato,技术型,"api, api-centric, apiato, hello-api, laravel, php, php-api, porto, open source",28,8,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
apiflask,APIFlask,技术型,"open source, flask, marshmallow, openapi, web api",16,3,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
icde,Institute for the Cooperative Digital Economy,教育型,"coop, education, new york, new york city, nyc, usa",8,8,Unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
sarbat-sikh-lgbt,Sarbat Sikh LGBT,公益型,"lgbtq, sikh, support",17,3,GB,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
anotherredisdesktopmanager,Another Redis Desktop Manager,技术型,"redis-client, redis-desktop-manager, redis-gui, redis-cluster",22,13,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
aedes,Aedes,技术型,"nodejs, mqtt, mqtt-broker, broker, iot, javascript, open source",32,8,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
frazier-mtn-pride-org,Frazier Mtn Pride,公益型,,22,9,US,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
companionintelligence,Companion Intelligence,技术型,"data, ssi, privacy",19,1,US,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
chingford-e4-mutual-aid,Chingford E4 Mutual Aid,公益型,covid-19,29,16,GB,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
openseadragon,OpenSeadragon,技术型,"open source, hacktoberfest",23,10,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
save-our-safer-streets-tower-h,Save our Safer Streets Tower Hamlets,公益型,"environment, safer streets, community organizing, community support, london, tower hamlets, clean air, cycling, walking tour",21,14,GB,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ecosystems-c3,Ecosyste.ms Platform Development,技术型,"civic tech, online, open source",3,2,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
endfossilbcn,EndFossil Barcelona,公益型,"climate, movement, activism, community",16,10,Unknown,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
coopcycle,CoopCycle,技术型,,21,3,FR,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
wearedotnet,WeAreDotnet,技术型,".net, visual studio, community support, open community, community",23,1,Unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
partidodigital,Partido Digital,技术型,politics,34,18,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
razonyang-foss,Razon Yang's FOSS,技术型,open source,20,5,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
ng-toolkit,ng-toolkit,技术型,"angular, angular-material2, angular-universal, aws, aws-lambda, boilerplate, google-cloud, google-cloud-functions, offline, push, push-notifications, pwa, pwa-apps, safari-push-notifications, server-side-rendering, serverless, serverless-framework, webpush, open source, firebase",43,15,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
drogon,Drogon,技术型,open source,25,1,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
queer-district-collective,Queer District Collective,公益型,"other, meetup, movement, lgbtq, art, heritage, events, inclusivity, education, community",11,11,Unknown,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
possibilities-for-women,Possibilities for Women,公益型,"covid, covid-19, education, education for women, hardship fund, scholarships, scholarships for women, students, usa, women's empowerment",31,30,US,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
enfantterriblefilms,Enfant Terrible Films,技术型,community,9,2,Other,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
pushinforward,Pushin' Forward,公益型,"community, skateboarding, youth, underserved youth, culture",34,1,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
feathers-up,Feathers Up,技术型,,4,1,GB,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
potagerterranovamoestuin,potager_terra_nova_moestuin,公益型,"sustainable agriculture, agriculture, association, community",15,14,Unknown,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
express-cassandra,Express Cassandra,技术型,"open source, cassandra, nodejs, orm",22,1,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
visual-collaboration-tools,Visual Collaboration Tools,技术型,,27,2,Other,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
lgbt,Postive impact for LGBTQ+ young people,公益型,community,2,2,Unknown,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
whatsie,Whatsie,技术型,"open source, whatsapp, linux, linux apps",20,21,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
fito-network,Fito Network,技术型,"community, movements, network, networking, network-of-networks, systems change, transformational change, usa",6,4,US,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
bienfaiteurs,Bienfaiteurs,公益型,,7,6,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
westpa,WESTPA,技术型,open source,2,2,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
la-mue-reservations,La M.U.E - réservations,技术型,,37,28,FR,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
cobbler,Cobbler,技术型,open source,23,1,DE,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
forgeequity,Forge Equity,技术型,"mid-atlantic usa, maryland, education, baltimore county, inclusion, event, justice, diversity, usa, baltimore, equity",19,17,US,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
babel-starter-kit,Babel Starter Kit,技术型,open source,32,4,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
wiadla,World IA Day Los Angeles,技术型,,7,8,US,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ucoll,Union Collegiate,教育型,"education, school, community",27,11,Other,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
general-cuties,General Cuties Construction Collective,公益型,community,42,42,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
devianze-city,Devianze Social,技术型,"mastodon, lgbtq+, queer, social media, community",26,3,Unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
urql-graphql,urql GraphQL,技术型,"open source, graphql, typescript, javascript",22,2,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
discoverscible,Scible,教育型,"science, research, scible, data, scientific, tech, open science, open access",26,2,Unknown,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
rot-collective,ROT Collective (fka The Rights Collective),公益型,"community building, mutual aid, political education, community organizing, zines, queer, south asian",7,7,GB,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
stylis,stylis,技术型,open source,38,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
la-mue-chantiers,Chantiers & Assemblées,公益型,community,38,24,FR,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
iconify,Iconify,技术型,open source,37,6,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
untold-ukraine-ie,Untold Ukraine,公益型,,17,18,Other,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
wwcodeeastbay,WWCode East Bay,技术型,"wwcode, meetup, diversity in tech, 501c3",25,11,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
makerspace-lesvos-collective,Makerspace Lesvos,技术型,community,8,2,FR,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
vatsimspain,VATSIM Spain,技术型,vatsim,29,12,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
less,Less,技术型,"css, less, webdevelopment, open source",32,4,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
hadolint,Hadolint,技术型,open source,22,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
scuttlebutt-grantwriting,Scuttlebutt Grantwriting,公益型,other,28,3,Unknown,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
jamstatic,Jamstatic,技术型,"jamstack, france, webdev",34,15,FR,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
cupy,CuPy,技术型,"open source, community",27,2,Unknown,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1
heylinda,Hey Linda,技术型,"open source, meditation, react native, mindfullness, mindful, react, hacktoberfest",21,3,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
just-the-docs,Just the Docs,技术型,open source,34,3,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
notesnook,Notesnook,技术型,open source,18,14,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
poliastro,poliastro,技术型,"orbital-simulation, orbital-mechanics, astrodynamics, celestial-mechanics, python, science, scientific-computing, space, physics, open source",6,7,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
northeastagainstracism,NorthEastAgainstRacism,公益型,,18,4,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
minimum-viable-demos,MVD,技术型,community,15,11,Other,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
mathesar,Mathesar,技术型,"python, open source, javascript, django, database, postgresql, postgres, database-gui, database-management, data, database-interface",22,2,US,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
ispcwa_old,,公益型,open source,37,35,Unknown,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
vue3-sfc-loader,Vue3 Sfc Loader,技术型,"open source, vuejs",16,2,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
north-walworth-mutual-aid,North Walworth Mutual Aid,公益型,"mutual aid, corona, covid-19, north walworth, elephant and castle, walworth",35,4,GB,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
rho-vision-community,Rho Vision (formerly RChain Community),技术型,"blockchain, rholang",15,12,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
weburbanists,WebUrbanists,技术型,community,33,6,Other,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
b-local-texas,B Local Texas,公益型,"business development, live better",19,50,US,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
wwcoderecife,WWCode Recife,技术型,"wwcode, meetup, diversity in tech",16,1,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
